Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
506690,UNICHEMLAB,UNICHEM LABORATORIES LTD.,Active,B ,2.00,INE351A01035,Pharmaceuticals,Equity
506720,ZANDUREALT,Zandu Realty Limited,Active,B ,100.00,INE719A01017,Realty,Equity
506734,MYSORPETRO,MYSORE PETRO CHEMICALS LTD.-$,Active,XD,10.00,INE741A01011,Commodity Chemicals,Equity
506767,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$,Active,B ,5.00,INE150B01021,Specialty Chemicals,Equity
506808,TUTIALKA,TUTICORIN ALKALI CHEMICALS &amp; FERTILISERS LTD.,Active,T ,10.00,INE400A01014,Commodity Chemicals,Equity
506820,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,Active,B ,2.00,INE203A01020,Pharmaceuticals,Equity
506852,PACL,PUNJAB ALKALIES &amp; CHEMICALS LTD.,Active,B ,10.00,INE607A01014,Commodity Chemicals,Equity
506854,TANFACIND,TANFAC INDUSTRIES LTD.-$,Active,B ,10.00,INE639B01015,Commodity Chemicals,Equity
506858,GUJPETR,GUJARAT PETROSYNTHESE LTD.,Active,T ,10.00,INE636P01011,Fibres &amp; Plastics,Equity
506863,SWADEIN,SWADESHI INDUSTRIES LEASING CO.LTD.,Active,XD,1.00,INE716M01026,Containers &amp; Packaging,Equity
506867,MASCH,MASTER CHEMICALS LTD.,Active,XT,10.00,INE523D01017,Textiles,Equity
506874,SHREEJAL,SHREEJAL INFO HUBS LTD.,Active,XT,1.00,INE765C01024,BPO/KPO,Equity
506879,GUJTHEM,GUJARAT THEMIS BIOSYN LTD.,Active,XD,5.00,INE942C01029,Pharmaceuticals,Equity
506894,CHEMFALKAL,CHEMFAB ALKALIS LTD.,Active,B ,5.00,INE479E01028,Commodity Chemicals,Equity
506910,JAYSYN,JAYSYNTH DYESTUFF (INDIA) LTD.,Active,XD,1.00,INE703C01025,Specialty Chemicals,Equity
506919,MAKERSL,MAKERS LABORATORIES LTD.-$,Active,XD,10.00,INE987A01010,Pharmaceuticals,Equity
506935,CONTCHM,CONTINENTAL CHEMICALS LTD.,Active,P ,10.00,INE423K01015,Commodity Chemicals,Equity
506943,JBCHEPHARM,J.B.CHEMICALS &amp; PHARMACEUTICALS LTD.,Active,B ,2.00,INE572A01028,Pharmaceuticals,Equity
506947,ADVPETR-B,ADVANCE PETROCHEMICALS LTD.,Active,P ,10.00,INE334N01018,Commodity Chemicals,Equity
506971,BBREALTY,B&amp;B Realty Limited,Active,XD,10.00,INE314E01019,Realty,Equity
506975,RAJSPTR,RAJASTHAN PETRO SYNTHETICS LTD.,Active,P ,10.00,INE374C01017,Textiles,Equity
506981,BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,Active,XD,10.00,INE472D01017,Textiles,Equity
506991,NOBLEXP,NOBLE EXPLOCHEM LTD.-$,Active,B ,10.00,INE875D01011,Specialty Chemicals,Equity
507155,JAGAJITIND,JAGATJIT INDUSTRIES LTD.,Active,XT,10.00,INE574A01016,Breweries &amp; Distilleries,Equity
507180,KESARENT,KESAR ENTERPRISES LTD.-$,Active,B ,10.00,INE133B01019,Sugar,Equity
507205,TI,TILAKNAGAR INDUSTRIES LTD.-$,Active,B ,10.00,INE133E01013,Breweries &amp; Distilleries,Equity
507260,OUDHSUG,OUDH SUGAR MILLS LTD.,Active,B ,10.00,INE594A01014,Sugar,Equity
507265,APTEAML,APTE AMALGAMATIONS LTD.,Active,XT,10.00,INE044N01013,Pharmaceuticals,Equity
507300,RAVALSUGAR,RAVALGAON SUGAR FARM LTD.,Active,XT,50.00,INE615A01017,Sugar,Equity
507315,SAKHTISUG,SAKTHI SUGARS LTD.,Active,B ,10.00,INE623A01011,Sugar,Equity
507410,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.,Active,B ,2.00,INE711A01022,Construction &amp; Engineering,Equity
507435,KHODAY,KHODAY INDIA LTD.-$,Active,T ,10.00,INE687B01014,Breweries &amp; Distilleries,Equity
507438,IFBAGRO,IFB AGRO INDUSTRIES LTD.,Active,B ,10.00,INE076C01018,Breweries &amp; Distilleries,Equity
507442,DHARSUGAR,DHARANI SUGARS &amp; CHEMICALS LTD.,Active,B ,10.00,INE988C01014,Sugar,Equity
507450,THIRUSUGAR,THIRU AROORAN SUGARS LTD.,Active,B ,10.00,INE409A01015,Sugar,Equity
507458,UBHOLDINGS,UNITED BREWERIES (HOLDINGS) LTD.,Active,B ,10.00,INE696A01025,Investment Companies,Equity
507474,KFBL,KOTHARI FERMENTATION &amp; BIOCHEM LTD.,Active,B ,10.00,INE991B01010,Other Food Products,Equity
507486,CAPRO,CAPROLACTAM CHEMICALS LTD.,Active,XT,10.00,INE470N01010,Commodity Chemicals,Equity
507488,GMBREW,G.M.BREWERIES LTD.,Active,B ,10.00,INE075D01018,Breweries &amp; Distilleries,Equity
507490,RANASUG,RANA SUGARS LTD.,Active,B ,10.00,INE625B01014,Sugar,Equity
507498,PICCASUG,PICCADILY SUGAR &amp; ALLIED INDUSTRIES LTD.,Active,B ,10.00,INE544C01023,Sugar,Equity
507506,GIRDSGA,GIRDHARILAL SUGAR &amp; ALLIED INDUSTRIES LTD.,Active,P ,10.00,INE310M01010,Sugar,Equity
507508,RIGASUG,RIGA SUGAR COMPANY LTD.-$,Active,XD,10.00,INE909C01010,Sugar,Equity
507514,SDBL,SOM DISTILLERIES &amp; BREWERIES LTD.,Active,B ,10.00,INE480C01012,Breweries &amp; Distilleries,Equity
507515,CJGEL,C.J.GELATINE PRODUCTS LTD.,Active,XT,10.00,INE557D01015,Specialty Chemicals,Equity
507522,MOUNTSHIQ,MOUNT SHIVALIK INDUSTRIES LTD.-$,Active,XD,10.00,INE410C01019,Breweries &amp; Distilleries,Equity
507525,AMRITCORP,AMRIT CORP.LTD.-$,Active,B ,10.00,INE866E01026,Packaged Foods,Equity
507526,ASALCBR,ASSOCIATED ALCOHOLS &amp; BREWERIES LTD.,Active,XD,10.00,INE073G01016,Breweries &amp; Distilleries,Equity
507543,CORAGRO,COROMANDEL AGRO PRODUCTS &amp; OILS LTD.,Active,P ,10.00,NA          ,Edible Oils,Equity
507552,FOODSIN,FOODS &amp; INNS LTD.,Active,XT,10.00,INE976E01015,Other Food Products,Equity
507580,IVP,IVP LTD.,Active,B ,10.00,INE043C01018,Commodity Chemicals,Equity
507598,KLRF,KLRF LTD.,Active,XD,10.00,INE014E01015,Textiles,Equity
507609,OLYOI,OLYMPIC OIL INDUSTRIES LTD.,Active,XT,10.00,INE286E01019,Other Agricultural Products,Equity
507621,MLKFOOD,MILKFOOD LTD.,Active,XD,10.00,INE588G01013,Packaged Foods,Equity
507645,POLSON,POLSON LTD.,Active,XT,50.00,INE339F01021,Specialty Chemicals,Equity
507649,RASOI,RASOI LTD.,Active,XC,10.00,INE349E01015,Edible Oils,Equity
507652,RATNAMAGRO,Ratnamani Agro Industries Ltd,Active,XD,10.00,INE679N01016,Edible Oils,Equity
507663,SAGRSOY-B,SAGAR SOYA PRODUCTS LTD.,Active,P ,10.00,INE131O01016,Edible Oils,Equity
507685,WIPRO,WIPRO LTD.,Active,A ,2.00,INE075A01022,IT Consulting &amp; Software,Equity
507690,ORIBEVER,ORIENT BEVERAGES LTD.,Active,XD,10.00,INE247F01018,Construction &amp; Engineering,Equity
507717,DHANUKA,DHANUKA AGRITECH LTD.,Active,B ,2.00,INE435G01025,Agrochemicals,Equity
507747,TTKHEALTH,TTK HEALTHCARE LTD.-$,Active,B ,10.00,INE910C01018,Pharmaceuticals,Equity
507753,SREERAYA,SREE RAYALASEEMA ALKALIES &amp; ALLIED CHEMICALS LTD.,Active,B ,10.00,INE284B01028,Commodity Chemicals,Equity
507759,LIMECHM,LIME CHEMICALS LTD.,Active,Z ,10.00,INE891G01011,Commodity Chemicals,Equity
507779,KANPRPLA,KANPUR PLASTIPACK LTD.,Active,XD,10.00,INE694E01014,Containers &amp; Packaging,Equity
507785,TAINWALCHM,TAINWALA CHEMICALS &amp; PLASTICS (INDIA) LTD.,Active,B ,10.00,INE123C01018,Plastic Products,Equity
507789,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.,Active,B ,5.00,INE048B01027,Pharmaceuticals,Equity
507794,KHAICHEM,KHAITAN CHEMICALS &amp; FERTILIZERS LTD.,Active,B ,1.00,INE745B01028,Fertilizers,Equity
507813,NOL,NATIONAL OXYGEN LTD.,Active,XD,10.00,INE296D01010,Industrial Gases,Equity
507815,GILLETTE,GILLETTE INDIA LTD.,Active,B ,10.00,INE322A01010,Personal Products,Equity
507817,WIREFABR,WIRES &amp; FABRIKS (SA) LTD.,Active,XD,10.00,INE469D01013,Textiles,Equity
507828,ANSALHSG,ANSAL HOUSING &amp; CONSTRUCTION LTD.-$,Active,B ,10.00,INE880B01015,Realty,Equity
507833,COMPUPN,COMPUTER POINT LTD.,Active,XD,10.00,INE607B01012,Computer Hardware,Equity
507836,MCCHRLS-B,MAC CHARLES (INDIA) LTD.,Active,T ,10.00,INE435D01014,Hotels,Equity
507852,ADDIND,ADDI INDUSTRIES LTD.-$,Active,XD,5.00,INE757C01021,Other Apparels &amp; Accessories,Equity
507864,PIONRINV,PIONEER INVESTCORP LTD.,Active,XD,10.00,INE746D01014,Other Financial Services,Equity
507872,ASHNOOR,ASHNOOR TEXTILE MILLS LTD.,Active,T ,10.00,INE372I01018,Textiles,Equity
507878,UNITECH,UNITECH LTD.,Active,A ,2.00,INE694A01020,Realty,Equity
507880,VIPIND,V.I.P.INDUSTRIES LTD.-$,Active,B ,2.00,INE054A01027,Other Apparels &amp; Accessories,Equity
507886,DHRUVES,DHRUV ESTATES LTD.,Active,XT,10.00,INE780E01011,Realty,Equity
507892,WINSOMEDJ,WINSOME DIAMONDS AND JEWELLERY LTD.,Active,B ,10.00,INE664A01015,Other Apparels &amp; Accessories,Equity
507894,SCHABLON,SCHABLONA INDIA LTD.,Active,XT,4.00,INE024C01026,Furniture-Furnishing-Paints,Equity
507910,FIBERWEB,FIBERWEB (INDIA) LTD.,Active,XD,10.00,INE296C01012,Plastic Products,Equity
507912,LKPFIN,LKP Finance Limited,Active,XC,10.00,INE724A01017,Other Financial Services,Equity
507917,EASTBUILD,EAST BUILDTECH LTD.,Active,P ,10.00,INE706N01017,Realty,Equity
507918,ARUMUGA,Sri Arumuga Enterprise Limited,Active,XD,10.00,INE240L01011,Misc.Commercial Services,Equity
507938,MNPLFIN,MANIPAL FINANCE CORPORATION LTD.,Active,P ,10.00,INE798E01013,Finance (including NBFCs),Equity
507944,BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,Active,XD,10.00,INE704G01016,Industrial Machinery,Equity
507946,KIDUJA,KIDUJA INDIA LTD.,Active,XD,10.00,INE845A01010,Comm.Trading  &amp; Distribution,Equity
507948,KEYCORP,KEY CORP LTD.,Active,XT,10.00,INE130F01016,Finance (including NBFCs),Equity
507952,SHIKHARLETR,SHIKHAR LEASING &amp; TRADING LTD.,Active,P ,10.00,,Finance (including NBFCs),Equity
507960,GUJHOTE,GUJARAT HOTELS LTD.,Active,XD,10.00,INE621C01011,Hotels,Equity
507962,RAJATH,Rajath Finance Limited,Active,XD,10.00,INE455H01013,Finance (including NBFCs),Equity
507966,RASRESOR,RAS RESORTS &amp; APART HOTELS LTD.,Active,XD,10.00,INE651D01016,Hotels,Equity
507970,PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LTD.,Active,XT,10.00,INE143I01013,Personal Products,Equity
507981,JINDHOT,JINDAL HOTELS LTD.,Active,XD,10.00,INE726D01016,Hotels,Equity
507984,SERIND,SER INDUSTRIES LTD.,Active,XT,10.00,INE358F01013,Surface Transportation,Equity
507987,JPTRLES,JUPITER INDUSTRIES &amp; LEASING LTD.,Active,P ,10.00,INE990E01016,Finance (including NBFCs),Equity
507998,SIMMOND,SIMMONDS MARSHALL LTD.,Active,XD,2.00,INE657D01021,Auto Parts &amp; Equipment,Equity
508136,BNALTD,B &amp; A LTD.,Active,XD,10.00,INE489D01011,Tea &amp; Coffee,Equity
508306,LEDOTEA,LEDO TEA CO.LTD.,Active,XD,10.00,INE643B01017,Tea &amp; Coffee,Equity
508486,HAWKINCOOK,HAWKINS COOKERS LTD.-$,Active,B ,10.00,INE979B01015,Houseware,Equity
508494,WARRENTEA,WARREN TEA LTD.-$,Active,B ,10.00,INE712A01012,Tea &amp; Coffee,Equity
508571,COCHMAL,COCHIN MALABAR ESTATES &amp; INDUSTRIES LTD.,Active,XD,10.00,INE788M01017,Auto Tyres &amp; Rubber Products,Equity
508664,BESTEAST,BEST EASTERN HOTELS LTD.,Active,XD,1.00,INE553F01035,Hotels,Equity
508670,NEAGI,NEELAMALAI AGRO INDUSTRIES LTD.,Active,P ,10.00,INE605D01012,Tea &amp; Coffee,Equity
508807,ISTLTD,IST LTD.,Active,XT,10.00,INE684B01011,Auto Parts &amp; Equipment,Equity
508814,COSMOFILMS,COSMO FILMS LTD.,Active,B ,10.00,INE757A01017,Commodity Chemicals,Equity
508860,DIAMANT,Diamant Infrastructure Limited,Active,XT,2.00,INE206I01026,Construction &amp; Engineering,Equity
508867,NEWMKTADV,NEW MARKETS ADVISORY LTD.,Active,XT,10.00,INE800K01014,IT Software Products,Equity
508869,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,Active,A ,5.00,INE437A01024,Healthcare Facilities,Equity
508875,NITINALOY,NITIN ALLOYS GLOBAL LTD.,Active,XT,10.00,INE861H01012,Misc.Commercial Services,Equity
508905,SMIFS,SMIFS CAPITAL MARKETS LTD.,Active,XD,10.00,INE641A01013,Other Financial Services,Equity
508906,EVERESTIND,EVEREST INDUSTRIES LTD.,Active,B ,10.00,INE295A01018,Cement &amp; Cement Products,Equity
508918,GREYCELLS,Greycells Education Limited,Active,XT,10.00,INE791H01011,Education,Equity
508922,MSRINDIA,MSR INDIA LTD.,Active,B ,5.00,INE331L01026,Houseware,Equity
508929,JOYREALTY,Joy Realty Limited,Active,XT,10.00,INE433O01024,Realty,Equity
508933,WELSPSY,WELSPUN SYNTEX LTD.,Active,B ,10.00,INE193B01039,Textiles,Equity
508939,BLCISER,BLUE CIRCLE SERVICES LTD.,Active,XD,1.00,INE526K01023,Finance (including NBFCs),Equity
508941,PANCARBON,PANASONIC CARBON INDIA CO.LTD.-$,Active,B ,10.00,INE013E01017,Other Industrial Goods,Equity
508954,FINKURVE,Finkurve Financial Services Ltd,Active,XT,1.00,INE734I01027,Finance (including NBFCs),Equity
508956,HBLEAS,HB LEASING &amp; FINANCE CO.LTD.,Active,T ,10.00,INE549B01016,Finance (including NBFCs),Equity
508961,SHRICON,SHRICON INDUSTRIES LTD.,Active,XT,10.00,INE753D01010,Finance (including NBFCs),Equity
508963,STRLGUA,STERLING GUARANTY &amp; FINANCE LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
508980,FRONTCAP,Frontier Capital Ltd,Active,XT,10.00,INE977E01013,Misc.Commercial Services,Equity
508989,NAVNETEDUL,Navneet Education Limited,Active,B ,2.00,INE060A01024,Publishing,Equity
508993,KEDIACN,KEDIA CONSTRUCTION CO.LTD.,Active,XT,10.00,INE511J01019,Realty,Equity
508996,SATRAPROP,SATRA PROPERTIES (INDIA) LTD.,Active,XC,2.00,INE086E01021,Realty,Equity
508998,STEERINTER,STERLING INTERNATIONAL ENTERPRISES LTD.-$,Active,XT,1.00,INE696C01021,IT Consulting &amp; Software,Equity
509003,TRANOCE,TRANSOCEANIC PROPERTIES LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
509009,AUSOMENT,AuSom Enterprise Limited,Active,B ,10.00,INE218C01016,Comm.Trading  &amp; Distribution,Equity
509015,THAKRAL,THAKRAL SERVICES (INDIA) LTD.,Active,XD,3.00,INE190F01028,Electronic Components,Equity
509020,RUCHINFRA,RUCHI INFRASTRUCTURE LTD.,Active,T ,1.00,INE413B01023,Edible Oils,Equity
509026,VJTFEDU,VJTF EDUSERVICES LTD.,Active,XT,10.00,INE117F01013,Education,Equity
509038,VOLLF,VOLTAIRE LEASING &amp; FINANCE LTD.,Active,XD,10.00,INE763D01019,Finance (including NBFCs),Equity
509040,NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,Active,XD,1.00,INE040F01025,IT Software Products,Equity
509046,ZLEENCON,LEENA CONSULTANCY LTD.,Active,P ,10.00,INE778N01016,Misc.Commercial Services,Equity
509048,LANCORHOL,LANCOR HOLDINGS LTD.,Active,B ,2.00,INE572G01025,Realty,Equity
509051,INDINFO,INDIAN INFOTECH &amp; SOFTWARE LTD.,Active,B ,1.00,INE300B01022,IT Software Products,Equity
509053,BANASFN,BANAS FINANCE LTD.,Active,XD,1.00,INE521L01022,Misc.Commercial Services,Equity
509055,VISAKAIND,VISAKA INDUSTRIES LTD.,Active,B ,10.00,INE392A01013,Cement &amp; Cement Products,Equity
509069,INFOMEDIA,INFOMEDIA PRESS LTD.,Active,B ,10.00,INE669A01022,Publishing,Equity
509073,HATHWAYB,HATHWAY BHAWANI CABLETEL &amp; DATACOM LTD.,Active,XT,10.00,INE525B01016,Broadcasting &amp; Cable TV,Equity
509077,PRESSMN,Pressman Advertising Limited,Active,B ,2.00,INE980A01023,Advertising &amp; Media,Equity
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,Active,B ,1.00,INE742B01025,Pharmaceuticals,Equity
509084,PHOTON,PHOTON CAPITAL ADVISORS LTD.,Active,XT,10.00,INE107J01016,Misc.Commercial Services,Equity
509099,OSWALEA,OSWAL LEASING LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
509148,GOVINDRU,GOVIND RUBBER LTD.-$,Active,XD,10.00,INE011C01015,Auto Tyres &amp; Rubber Products,Equity
509152,GRPLTD,GRP LTD.,Active,B ,10.00,INE137I01015,Auto Tyres &amp; Rubber Products,Equity
509162,INDAG,INDAG RUBBER LTD.-$,Active,B ,2.00,INE802D01023,Auto Tyres &amp; Rubber Products,Equity
509196,MMRUBBR-B,MM RUBBER COMPANY LTD.,Active,P ,2.00,INE159E01026,Auto Tyres &amp; Rubber Products,Equity
509220,PTL,PTL ENTERPRISES LTD.-$,Active,B ,2.00,INE034D01031,Comm.Trading  &amp; Distribution,Equity
509243,TVSSRICHAK,TVS SRICHAKRA LTD.-$,Active,B ,10.00,INE421C01016,Auto Tyres &amp; Rubber Products,Equity
509438,BENARAS,BENARES HOTELS LTD.,Active,XT,10.00,INE664D01019,Hotels,Equity
509449,BHAGWOX,BHAGWATI OXYGEN LTD.,Active,XT,10.00,INE026I01010,Commodity Chemicals,Equity
509470,BOMOXY-B1,BOMBAY OXYGEN CORPORATION LTD.,Active,P ,100.00,NA          ,Industrial Gases,Equity
509472,CRAVATEX,CRAVATEX LTD.,Active,XD,10.00,INE145E01017,Comm.Trading  &amp; Distribution,Equity
509480,BERGEPAINT,BERGER PAINTS INDIA LTD.,Active,A ,1.00,INE463A01038,Furniture-Furnishing-Paints,Equity
509486,CAPRIHANS,CAPRIHANS INDIA LTD.-$,Active,XC,10.00,INE479A01018,Plastic Products,Equity
509488,GRAPHITE,GRAPHITE INDIA LTD.,Active,B ,2.00,INE371A01025,Other Industrial Goods,Equity
509496,ITDCEM,ITD CEMENTATION INDIA LTD.,Active,B ,1.00,INE686A01026,Construction &amp; Engineering,Equity
509525,EMPIND,EMPIRE INDUSTRIES LTD.,Active,B ,10.00,INE515H01014,Diversified,Equity
509546,GRAVISSHO,GRAVISS HOSPITALITY LTD.,Active,XC,2.00,INE214F01026,Hotels,Equity
509550,GAMMONIND,GAMMON INDIA LTD.,Active,B ,2.00,INE259B01020,Construction &amp; Engineering,Equity
509557,GARWALLROP,GARWARE-WALL ROPES LTD.,Active,B ,10.00,INE276A01018,Textiles,Equity
509563,GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,Active,XD,10.00,INE925D01014,Textiles,Equity
509567,GOACARBON,GOA CARBON LTD.-$,Active,B ,10.00,INE426D01013,Refineries/ Petro-Products,Equity
509597,HARDCAS,HARDCASTLE &amp; WAUD MFG.CO.LTD.,Active,XD,10.00,INE722D01015,Specialty Chemicals,Equity
509627,HINDDORROL,HINDUSTAN DORR-OLIVER LTD.,Active,B ,2.00,INE551A01022,Construction &amp; Engineering,Equity
509631,HEG,HEG LTD.,Active,B ,10.00,INE545A01016,Other Industrial Goods,Equity
509635,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,Active,B ,10.00,INE310C01011,Auto Parts &amp; Equipment,Equity
509650,ZHINDHSG,HINDUSTAN HOUSING CO.LTD.,Active,XT,25.00,INE083O01019,Housing Finance ,Equity
509675,HIL,HIL LTD.,Active,B ,10.00,INE557A01011,Cement &amp; Cement Products,Equity
509692,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,Active,B ,10.00,INE061A01014,Textiles,Equity
509709,INTLCONV,INTERNATIONAL CONVEYORS LTD.,Active,XC,1.00,INE575C01027,Plastic Products,Equity
509715,JAYSHREETEA,JAY SHREE TEA &amp; INDUSTRIES LTD.,Active,B ,5.00,INE364A01020,Tea &amp; Coffee,Equity
509760,MODRNSH,MODERN SHARES &amp; STOCKBROKERS LTD.,Active,XD,10.00,INE370A01019,Other Financial Services,Equity
509820,PAPERPROD,Huhtamaki PPL Limited,Active,B ,2.00,INE275B01026,Containers &amp; Packaging,Equity
509835,PREMSYN,PREMIER SYNTHETICS LTD.,Active,XT,10.00,INE940N01012,Textiles,Equity
509845,RJSHAH,R.J.SHAH &amp; CO.LTD.,Active,P ,10.00,NA          ,Realty,Equity
509870,SHAHCON,SHAH CONSTRUCTION CO.LTD.,Active,P ,100.00,NA          ,Realty,Equity
509874,SHALPAINTS,SHALIMAR PAINTS LTD.-$,Active,B ,2.00,INE849C01026,Furniture-Furnishing-Paints,Equity
509887,SINNAR,SINNAR BIDI UDYOG LTD.,Active,P ,10.00,INE896E01015,Cigarettes-Tobacco Products,Equity
509895,HINDMILL,HINDOOSTAN MILLS LTD.,Active,XD,10.00,INE832D01020,Textiles,Equity
509910,ZSOUTGAS,SOUTHERN GAS LTD.,Active,P ,100.00,,Commodity Chemicals,Equity
509930,SUPREMEIND,SUPREME INDUSTRIES LTD.,Active,A ,2.00,INE195A01028,Plastic Products,Equity
509945,THACKER,THACKER &amp; CO.LTD.,Active,XT,1.00,INE077P01034,Other Financial Services,Equity
509953,TRADWIN,TRADE WINGS LTD.,Active,XT,10.00,INE961E01017,Travel Support Services,Equity
509966,VSTIND,VST INDUSTRIES LTD.,Active,B ,10.00,INE710A01016,Cigarettes-Tobacco Products,Equity
510245,SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.,Active,XD,1.00,INE804A01025,Comm.Trading  &amp; Distribution,Equity
511000,MADHUSE,MADHUSUDAN SECURITIES LTD.,Active,XT,10.00,INE856D01011,Finance (including NBFCs),Equity
511012,YAMNINV,YAMINI INVESTMENTS COMPANY LTD.,Active,B ,1.00,INE457N01025,Investment Companies,Equity
511024,ZSUBWAYF,SUBWAY FINANCE &amp; INVESTMENT CO.LTD.,Active,XT,10.00,INE033F01012,Misc.Commercial Services,Equity
511034,JINDRILL,JINDAL DRILLING &amp; INDUSTRIES LTD.,Active,B ,5.00,INE742C01031,Exploration &amp; Production,Equity
511038,ZARCOLEA,ARCO LEASING LTD.,Active,P ,10.00,INE955S01019,Finance (including NBFCs),Equity
511048,KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.,Active,P ,10.00,INE175Q01018,Comm.Trading  &amp; Distribution,Equity
511060,JUMBFNL,JUMBO FINANCE LTD.,Active,XT,10.00,INE122N01017,Misc.Commercial Services,Equity
511066,SAKTHIFIN,SAKTHI FINANCE LTD.,Active,B ,10.00,INE302E01014,Finance (including NBFCs),Equity
511072,DHFL,DEWAN HOUSING FINANCE CORPORATION LTD.,Active,A ,10.00,INE202B01012,Housing Finance ,Equity
511074,WEIZFIN,WEIZMANN FINCORP LTD.,Active,Z ,10.00,INE407F01018,Finance (including NBFCs),Equity
511076,SATINDLTD,SAT INDUSTRIES LTD.-$,Active,XD,2.00,INE065D01027,Comm.Trading  &amp; Distribution,Equity
511092,JMDTELEFILM,JMD TELEFILMS INDUSTRIES LTD.,Active,XD,1.00,INE047E01023,Movies &amp; Entertainment,Equity
511096,TVOLCON,TIVOLI CONSTRUCTION LTD.,Active,P ,10.00,NA          ,Realty,Equity
511108,SHIVTEX,SHIVA TEXYARN LTD.,Active,B ,10.00,INE705C01012,Textiles,Equity
511110,VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.,Active,XD,10.00,INE848D01018,Finance (including NBFCs),Equity
511116,QUADRANT,Quadrant Televentures Limited-$,Active,B ,1.00,INE527B01020,Telecom Services,Equity
511122,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,Active,XT,10.00,INE609B01018,Finance (including NBFCs),Equity
511128,GALAXCP,GALAXY CONSOLIDATED FINANCE LTD.,Active,ZP,10.00,NA          ,Other Agricultural Products,Equity
511131,KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.,Active,XD,10.00,INE344D01018,Realty,Equity
511138,KOTHARIFIN,KOTHARI WORLD FINANCE LTD.,Active,XT,10.00,INE988F01017,Finance (including NBFCs),Equity
511139,BAJRFIN,BAJRANG FINANCE LTD.,Active,XT,10.00,INE507J01017,Misc.Commercial Services,Equity
511144,ASYAINFO,Asya Infosoft Limited,Active,XD,10.00,INE520G01016,IT Consulting &amp; Software,Equity
511147,WSFIN,WALL STREET FINANCE LTD.,Active,XD,10.00,INE549D01012,Finance (including NBFCs),Equity
511149,REMITR,REMI SECURITIES LTD.,Active,XT,10.00,INE592J01019,Misc.Commercial Services,Equity
511153,RAASIENT,RAASI ENTERPRISES LTD.,Active,XT,10.00,INE096I01013,Misc.Commercial Services,Equity
511169,HIMALFD,HIMALCHULI FOOD PRODUCTS LTD.,Active,P ,10.00,INE652N01015,Finance (including NBFCs),Equity
511176,PARSHWANA,PARSHWANATH CORPORATION LTD.,Active,XT,10.00,INE635I01018,Realty,Equity
511185,SURYAKR,SURYAKRIPA FINANCE LTD.,Active,XT,10.00,INE381N01019,Finance (including NBFCs),Equity
511187,MAHAINV,MAHAMAYA INVESTMENTS LTD.,Active,B ,1.00,INE570N01025,Misc.Commercial Services,Equity
511196,CANFINHOME,CAN FIN HOMES LTD.,Active,B ,10.00,INE477A01012,Housing Finance ,Equity
511200,MUNCAPM,MUNOTH CAPITAL MARKET LTD.,Active,XT,5.00,INE910G01027,Misc.Commercial Services,Equity
511208,IVC,IL&amp;FS INVESTMENT MANAGERS LTD.,Active,B ,2.00,INE050B01023,Asset Management Cos.,Equity
511218,SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.,Active,A ,10.00,INE721A01013,Finance (including NBFCs),Equity
511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,B ,10.00,INE121A01016,Finance (including NBFCs),Equity
511246,WHITELIO,WHITE LION ASIA LTD.,Active,Z ,1.00,INE910D01024,Finance (including NBFCs),Equity
511254,SAGARSYST,SAGAR SYSTECH LTD.,Active,P ,10.00,,Finance (including NBFCs),Equity
511288,GRUH,GRUH FINANCE LTD.,Active,A ,2.00,INE580B01029,Housing Finance ,Equity
511333,VLSFINANCE,VLS FINANCE LTD.,Active,B ,10.00,INE709A01018,Other Financial Services,Equity
511355,INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,Active,B ,10.00,INE429D01017,Finance (including NBFCs),Equity
511357,KAILASH,KAILASH AUTO FINANCE LTD.,Active,A ,1.00,INE410O01022,Misc.Commercial Services,Equity
511359,ADMANUM,AD-MANUM FINANCE LTD.,Active,XD,10.00,INE556D01017,Finance (including NBFCs),Equity
